master_project_id,master_project_name,snapshot_id,project_id,project_match_key,budget_year,project_name,agency,agency_group,government_sector,work_category,delivery_status,program_group,location,start_period,start_year,start_disclosed,completion_period,completion_year,completion_disclosed,estimated_total_cost_000,total_cost_disclosed,estimated_expenditure_to_june_000,expenditure_disclosed,annual_allocation_000,allocation_disclosed,source_file,source_page,source_row_top
MASTER-0001,"Heathcote Road, The Avenue to Princes Highway",BUD-0068923BF1-2024-25,BUD-0068923BF1,Transport for NSW|heathcote road the avenue to princes highway planning,2024-25,Heathcote Road - The Avenue to Princes Highway (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,4006,True,2500,True,bp3-infrastructure-statement-2024-25.pdf,142,254.602
MASTER-0030,"Hargraves Lane and Federation St Upgrade, Gilgandra (Heavy Vehicle bypass) (State and Federal Funded)",BUD-2BD8B456AF-2025-26,BUD-2BD8B456AF,Transport for NSW|hargraves lane and federation st upgrade gilgandra heavy vehicle bypass state and federal funded,2025-26,"Hargraves Lane and Federation St Upgrade, Gilgandra (Heavy Vehicle bypass) (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,Gilgandra,n.a.,,False,n.a.,,False,,False,1372,True,960,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,413.532
MASTER-0030,"Hargraves Lane and Federation St Upgrade, Gilgandra (Heavy Vehicle bypass) (State and Federal Funded)",BUD-2BD8B456AF-2026-27,BUD-2BD8B456AF,Transport for NSW|hargraves lane and federation st upgrade gilgandra heavy vehicle bypass state and federal funded,2026-27,"Hargraves Lane and Federation St Upgrade, Gilgandra (Heavy Vehicle bypass) (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,Gilgandra,n.a.,,False,n.a.,,False,,False,2044,True,4840,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,182.40499999999997
MASTER-0031,Castlereagh Connection,BUD-2C6DC8B5F7-2024-25,BUD-2C6DC8B5F7,Transport for NSW|castlereagh connection planning,2024-25,Castlereagh Connection - Planning,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,150,True,850,True,bp3-infrastructure-statement-2024-25.pdf,144,638.482
MASTER-0032,Tolling Operations and Modernisation,BUD-2CEC9D2094-2024-25,BUD-2CEC9D2094,Transport for NSW|tolling operations and modernisation,2024-25,Tolling Operations and Modernisation,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Election Commitments,Various,n.a.,,False,n.a.,,False,,False,120,True,980,True,bp3-infrastructure-statement-2024-25.pdf,144,581.102
MASTER-0033,Bus Transport Management System (BTMS),BUD-2DA7F81D69-2026-27,BUD-2DA7F81D69,Transport for NSW|bus transport management system btms,2026-27,Bus Transport Management System (BTMS),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,2523,True,36183,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,399.6549999999999
MASTER-0034,Bruxner Highway Upgrades,BUD-2EB349B281-2024-25,BUD-2EB349B281,Transport for NSW|bruxner highway upgrades,2024-25,Bruxner Highway Upgrades,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Various,n.a.,,False,n.a.,,False,,False,1633,True,5500,True,bp3-infrastructure-statement-2024-25.pdf,141,463.472
MASTER-0034,Bruxner Highway Upgrades,BUD-2EB349B281-2025-26,BUD-2EB349B281,Transport for NSW|bruxner highway upgrades,2025-26,Bruxner Highway Upgrades,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Various,n.a.,,False,n.a.,,False,,False,2251,True,5909,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,528.7819999999999
MASTER-0035,Waterfall Way Upgrade,BUD-2F3E8A1DB2-2024-25,BUD-2F3E8A1DB2,Transport for NSW|waterfall way upgrade,2024-25,Waterfall Way Upgrade,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Various,n.a.,,False,2025,2025,True,50000,True,28670,True,17300,True,bp3-infrastructure-statement-2024-25.pdf,142,130.98199999999997
MASTER-0035,Waterfall Way Upgrade,BUD-2F3E8A1DB2-2025-26,BUD-2F3E8A1DB2,Transport for NSW|waterfall way upgrade,2025-26,Waterfall Way Upgrade,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Various,n.a.,,False,2026,2026,True,50000,True,26654,True,6000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,158.10199999999998
MASTER-0035,Waterfall Way Upgrade,BUD-2F3E8A1DB2-2026-27,BUD-2F3E8A1DB2,Transport for NSW|waterfall way upgrade,2026-27,Waterfall Way Upgrade,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Various,n.a.,,False,2029,2029,True,50000,True,27854,True,14949,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,149,715.425
MASTER-0036,Mamre Road Stage 2 - Erskine Park Road to Kerrs Road (State and Federal Funded),BUD-2F462C0CFB-2025-26,BUD-2F462C0CFB,Transport for NSW|mamre road stage 2 erskine park road to kerrs road state and federal funded,2025-26,Mamre Road Stage 2 - Erskine Park Road to Kerrs Road (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Kemps Creek,n.a.,,False,n.a.,,False,,False,14775,True,17330,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,649.762
MASTER-0036,Mamre Road Stage 2 - Erskine Park Road to Kerrs Road (State and Federal Funded),BUD-2F462C0CFB-2026-27,BUD-2F462C0CFB,Transport for NSW|mamre road stage 2 erskine park road to kerrs road state and federal funded,2026-27,Mamre Road Stage 2 - Erskine Park Road to Kerrs Road (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Kemps Creek,n.a.,,False,n.a.,,False,,False,32985,True,265280,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,457.855
MASTER-0037,Warringah Freeway Upgrade,BUD-3029BE90AC-2024-25,BUD-3029BE90AC,Transport for NSW|warringah freeway upgrade,2024-25,Warringah Freeway Upgrade,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Sydney Motorways,Various,n.a.,,False,2026,2026,True,2000000,True,1228716,True,423859,True,bp3-infrastructure-statement-2024-25.pdf,146,609.9219999999999
MASTER-0037,Warringah Freeway Upgrade,BUD-3029BE90AC-2025-26,BUD-3029BE90AC,Transport for NSW|warringah freeway upgrade,2025-26,Warringah Freeway Upgrade,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Sydney Motorways,Various,n.a.,,False,2026,2026,True,2000000,True,1872598,True,144161,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,618.0819999999999
MASTER-0037,Warringah Freeway Upgrade,BUD-3029BE90AC-2026-27,BUD-3029BE90AC,Transport for NSW|warringah freeway upgrade,2026-27,Warringah Freeway Upgrade,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Sydney Motorways,Various,n.a.,,False,2026,2026,True,,False,2346765,True,17793,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,154,446.3349999999999
MASTER-0038,Circular Quay Precinct Renewal (Planning) (State and Federal Funded),BUD-341A7DEC42-2024-25,BUD-341A7DEC42,Transport for NSW|circular quay precinct renewal planning state and federal funded,2024-25,Circular Quay Precinct Renewal (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Interchanges and Accessibility,Sydney,n.a.,,False,n.a.,,False,,False,170868,True,71253,True,bp3-infrastructure-statement-2024-25.pdf,143,722.2719999999999
MASTER-0038,Circular Quay Precinct Renewal (Planning) (State and Federal Funded),BUD-341A7DEC42-2026-27,BUD-341A7DEC42,Transport for NSW|circular quay precinct renewal planning state and federal funded,2026-27,Circular Quay Precinct Renewal (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Interchanges and Accessibility,Sydney,n.a.,,False,n.a.,,False,,False,190308,True,5000,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,151,563.8449999999999
MASTER-0039,Western Sydney Roads (Planning) (State and Federal Funded),BUD-364246C8DD-2024-25,BUD-364246C8DD,Transport for NSW|western sydney roads planning state and federal funded,2024-25,Western Sydney Roads - Planning (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,,False,6000,True,bp3-infrastructure-statement-2024-25.pdf,145,486.992
MASTER-0039,Western Sydney Roads (Planning) (State and Federal Funded),BUD-364246C8DD-2025-26,BUD-364246C8DD,Transport for NSW|western sydney roads planning state and federal funded,2025-26,Western Sydney Roads (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,300,True,7500,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,498.7519999999999
MASTER-0039,Western Sydney Roads (Planning) (State and Federal Funded),BUD-364246C8DD-2026-27,BUD-364246C8DD,Transport for NSW|western sydney roads planning state and federal funded,2026-27,Western Sydney Roads (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,3982,True,3600,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,153,274.7149999999999
MASTER-0040,Western Distributor Network Integration,BUD-39E1ADA860-2024-25,BUD-39E1ADA860,Transport for NSW|western distributor network integration,2024-25,Western Distributor Network Integration,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Pyrmont,n.a.,,False,n.a.,,False,,False,52251,True,14000,True,bp3-infrastructure-statement-2024-25.pdf,145,413.532
MASTER-0041,"Heathcote Road, Infantry Parade, Hammondville to The Avenue, Voyager Point (State and Federal Funded)",BUD-3A1CC1C8D7-2024-25,BUD-3A1CC1C8D7,Transport for NSW|heathcote road infantry parade hammondville to the avenue voyager point state and federal funded,2024-25,"Heathcote Road, Infantry Parade, Hammondville to The Avenue, Voyager Point (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Holsworthy,n.a.,,False,2026,2026,True,183000,True,104393,True,36701,True,bp3-infrastructure-statement-2024-25.pdf,142,280.79200000000003
MASTER-0041,"Heathcote Road, Infantry Parade, Hammondville to The Avenue, Voyager Point (State and Federal Funded)",BUD-3A1CC1C8D7-2025-26,BUD-3A1CC1C8D7,Transport for NSW|heathcote road infantry parade hammondville to the avenue voyager point state and federal funded,2025-26,"Heathcote Road, Infantry Parade, Hammondville to The Avenue, Voyager Point (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Holsworthy,n.a.,,False,2026,2026,True,183000,True,136724,True,20992,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,461.072
MASTER-0042,Townson and Burdekin Road Upgrades (Planning) (State and Federal Funded),BUD-3A484C60E7-2025-26,BUD-3A484C60E7,Transport for NSW|townson and burdekin road upgrades planning state and federal funded,2025-26,Townson and Burdekin Road Upgrades (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,9730,True,2000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,154,410.172
MASTER-0042,Townson and Burdekin Road Upgrades (Planning) (State and Federal Funded),BUD-3A484C60E7-2026-27,BUD-3A484C60E7,Transport for NSW|townson and burdekin road upgrades planning state and federal funded,2026-27,Townson and Burdekin Road Upgrades (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,11338,True,2530,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,151,164.52499999999998
MASTER-0043,Devonshire Road (Planning),BUD-3A635972C5-2025-26,BUD-3A635972C5,Transport for NSW|devonshire road planning,2025-26,Devonshire Road (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Kemps Creek,n.a.,,False,n.a.,,False,,False,,False,4000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,301.9119999999999
MASTER-0043,Devonshire Road (Planning),BUD-3A635972C5-2026-27,BUD-3A635972C5,Transport for NSW|devonshire road planning,2026-27,Devonshire Road (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Kemps Creek,n.a.,,False,n.a.,,False,,False,515,True,2576,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,175.08499999999992
MASTER-0044,Driftway Roundabout at Londonderry,BUD-3AB43004E9-2024-25,BUD-3AB43004E9,Transport for NSW|driftway roundabout at londonderry,2024-25,Driftway Roundabout at Londonderry,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Londonderry,n.a.,,False,n.a.,,False,,False,,False,7500,True,bp3-infrastructure-statement-2024-25.pdf,146,693.232
MASTER-0044,Driftway Roundabout at Londonderry,BUD-3AB43004E9-2025-26,BUD-3AB43004E9,Transport for NSW|driftway roundabout at londonderry,2025-26,Driftway Roundabout at Londonderry,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Londonderry,n.a.,,False,2026,2026,True,15000,True,1183,True,10884,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,667.0419999999999
MASTER-0044,Driftway Roundabout at Londonderry,BUD-3AB43004E9-2026-27,BUD-3AB43004E9,Transport for NSW|driftway roundabout at londonderry,2026-27,Driftway Roundabout at Londonderry,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Londonderry,n.a.,,False,2026,2026,True,15000,True,731,True,14269,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,154,495.415
MASTER-0045,Sydney Metro - Western Sydney Airport - Northern Extension Final Business Case,BUD-3B1FE785A2-2024-25,BUD-3B1FE785A2,Sydney Metro|sydney metro western sydney airport northern extension business case,2024-25,Sydney Metro-Western Sydney Airport-Northern extension- Business Case,Sydney Metro,Sydney Metro,general_government,Major Works,New Works,,St Marys - Tallawong,2024,2024,True,2026,2026,True,40000,True,,False,22000,True,bp3-infrastructure-statement-2024-25.pdf,148,166.74199999999996
MASTER-0045,Sydney Metro - Western Sydney Airport - Northern Extension Final Business Case,BUD-3B1FE785A2-2025-26,BUD-3B1FE785A2,Sydney Metro|sydney metro western sydney airport northern extension business case,2025-26,Sydney Metro-Western Sydney Airport-Northern extension- Business Case,Sydney Metro,Sydney Metro,general_government,Major Works,Works in Progress,,St Marys - Tallawong,2024,2024,True,2026,2026,True,40000,True,7000,True,33000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,159,289.432
MASTER-0045,Sydney Metro - Western Sydney Airport - Northern Extension Final Business Case,BUD-3B1FE785A2-2026-27,BUD-3B1FE785A2,Sydney Metro|sydney metro western sydney airport northern extension business case,2026-27,Sydney Metro-Western Sydney Airport-Northern extension- Business Case,Sydney Metro,Sydney Metro,general_government,Major Works,Works in Progress,,St Marys - Tallawong,2024,2024,True,2026,2026,True,40000,True,29992,True,10008,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,155,429.7749999999999
MASTER-0046,Richmond Road Corridor Upgrade (Planning) (State and Federal Funded),BUD-3CE94DF8C5-2025-26,BUD-3CE94DF8C5,Transport for NSW|richmond road corridor upgrade planning state and federal funded,2025-26,Richmond Road Corridor Upgrade (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,5091,True,41200,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,154,242.12199999999996
MASTER-0046,Richmond Road Corridor Upgrade (Planning) (State and Federal Funded),BUD-3CE94DF8C5-2026-27,BUD-3CE94DF8C5,Transport for NSW|richmond road corridor upgrade planning state and federal funded,2026-27,Richmond Road Corridor Upgrade (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,9040,True,2000,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,652.045
MASTER-0047,Pitt Town Bypass(c),BUD-3DBA2152A0-2024-25,BUD-3DBA2152A0,Transport for NSW|pitt town bypass,2024-25,Pitt Town Bypass,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Pitt Town,n.a.,,False,n.a.,,False,,False,10574,True,15000,True,bp3-infrastructure-statement-2024-25.pdf,147,183.302
